#in_n	in_c	in_h	in_w	f_n	f_c	f_h	f_w	stride	padding	out_n	out_c	out_h	out_w
1	32	112	112	64	32	3	3	1	1	1	64	112	112	
1	64	112	112	128	64	3	3	2	1	1	128	56	56	
1	128	56	56	128	128	3	3	1	1	1	128	56	56	
1	128	56	56	256	128	3	3	2	1	1	256	28	28	
1	256	28	28	256	256	3	3	1	1	1	256	28	28	
1	256	28	28	512	256	3	3	2	1	1	512	14	14	
1	512	14	14	512	512	3	3	1	1	1	512	14	14	
1	512	14	14	512	512	3	3	1	1	1	512	14	14	
1	512	14	14	512	512	3	3	1	1	1	512	14	14	
1	512	14	14	512	512	3	3	1	1	1	512	14	14	
1	512	14	14	512	512	3	3	1	1	1	512	14	14
1	512	14	14	1024	512	3	3	2	1	1	1024	7	7	
1	1024	7	7	1024	1024	3	3	1	1	1	1024	7	7	
